SGD-DA,SGD-L2,SGD-L2-DA,SGD,SGD-IR,SGD-DA-IR,SGD-L2-DA-IR,SGD-L2-IR
1.8765144348144531,2.2968170642852783,1.7803640365600586,3.769432306289673,2.2749507427215576,1.7090578079223633,1.9684135913848877,2.1471986770629883
1.8100720643997192,2.4182324409484863,1.6850050687789917,3.794771432876587,2.4106051921844482,1.7131785154342651,2.122971773147583,2.3753905296325684
1.8325409889221191,2.1601953506469727,1.6781933307647705,3.761108160018921,2.2784245014190674,1.6957056522369385,1.9149374961853027,2.0004730224609375
1.972009301185608,2.313783645629883,1.7795511484146118,3.728290557861328,2.2306745052337646,1.7211146354675293,2.17907452583313,2.2790944576263428
1.964288592338562,2.285137891769409,1.6334774494171143,3.7174811363220215,2.4282572269439697,1.698104977607727,1.8935476541519165,2.1348414421081543
1.775012493133545,2.3546078205108643,2.1358280181884766,3.7444334030151367,2.4923107624053955,1.6787470579147339,2.2006988525390625,1.9033831357955933
1.9382792711257935,2.519148588180542,1.9171628952026367,3.788846015930176,2.4979968070983887,1.699660301208496,2.2508513927459717,2.3189690113067627
1.8109976053237915,2.4203083515167236,1.7734283208847046,3.7898366451263428,2.6112565994262695,1.6463725566864014,2.1277787685394287,1.9583187103271484
1.9499585628509521,2.7637667655944824,1.9144606590270996,3.781994342803955,2.4781806468963623,1.6713602542877197,1.8946399688720703,1.9712507724761963
1.9528565406799316,2.431854724884033,1.7352879047393799,3.790341377258301,2.5332143306732178,1.6850457191467285,2.175471305847168,2.1800897121429443
1.8617229461669922,2.6224796772003174,1.6146348714828491,3.7972748279571533,2.620645761489868,1.6273943185806274,1.8309458494186401,2.079343318939209
1.922437071800232,2.465233087539673,1.8798584938049316,3.8115577697753906,2.6860132217407227,1.665036916732788,2.0871496200561523,1.9643595218658447
1.8552589416503906,2.8146228790283203,1.684445858001709,3.8271093368530273,2.717910051345825,1.674490213394165,2.202526807785034,2.242429256439209
